project_gid,project_name,task_gid,task_name,section,canonical_phase,completed,created_at,completed_at,assignee,num_subtasks,resource_subtype,tracked_minutes,n_activity,n_comments,task_custom_fields
1207817115500015,EIH Lab Video Series ,1208610923824143,EIH Video 6 - FC1 (Last looks internally) ,Video 6: Hand & Power Tools,Video 6: Hand & Power Tools,False,2024-10-23T13:15:40.396Z,,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Progress"": null}"
1207817115500015,EIH Lab Video Series ,1208610923824145,EIH Video 6 - Edit Master,Video 6: Hand & Power Tools,Video 6: Hand & Power Tools,False,2024-10-23T13:16:01.472Z,,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Progress"": null}"
1207817115500015,EIH Lab Video Series ,1208610923824147,EIH Video 6 - Uploaded to Youtube/Final Source,Video 6: Hand & Power Tools,Video 6: Hand & Power Tools,False,2024-10-23T13:16:07.379Z,,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Progress"": null}"
1207817115500019,Equity XR ,1208076128822832,Assemblies,Post-Production,Post-Production,True,2024-08-16T13:30:37.692Z,2024-10-07T14:01:32.702Z,Matthew Simmons,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1208076128822834,RC1 editing,Post-Production,Post-Production,True,2024-08-16T13:30:41.468Z,2024-10-29T12:13:24.117Z,Matthew Simmons,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1208627340627749,v1 Playtesting,Post-Production,Post-Production,True,2024-10-25T12:25:00.427Z,2024-11-14T15:51:27.859Z,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1208076128822842,v2 editing,Post-Production,Post-Production,True,2024-08-16T13:31:04.911Z,2024-11-14T15:51:29.039Z,Matthew Simmons,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1208076128822844,v2 Testing,Post-Production,Post-Production,True,2024-08-16T13:31:08.827Z,2024-11-14T15:51:30.022Z,Matthew Simmons,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1208768767343182,v3 editing,Post-Production,Post-Production,True,2024-11-14T15:51:44.251Z,2025-01-08T14:44:38.544Z,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1208768767343184,v3 Testing,Post-Production,Post-Production,True,2024-11-14T15:51:50.686Z,2025-01-08T14:44:39.384Z,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1208076116894944,Final Revisions / QA,Post-Production,Post-Production,True,2024-08-16T14:48:01.526Z,2025-01-08T14:44:40.622Z,Matthew Simmons,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1208076128822846,Delivery,Post-Production,Post-Production,True,2024-08-16T13:31:14.055Z,2025-01-10T18:56:20.787Z,Matthew Simmons,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1209297307947984,Classroom Workshop #1,Workshops,Workshops,True,2025-02-03T16:40:10.913Z,2025-03-21T17:25:55.230Z,,0,default_task,90.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1209297307947986,XR Workshop #1,Workshops,Workshops,True,2025-02-03T16:41:25.950Z,2025-03-21T17:25:55.819Z,,0,default_task,135.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1209297307947988,XR Workshop #2,Workshops,Workshops,True,2025-02-03T16:43:06.736Z,2025-03-21T17:25:56.301Z,,0,default_task,135.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500019,Equity XR ,1209297307947990,Classroom Workshop #2,Workshops,Workshops,True,2025-02-03T16:47:54.475Z,2025-04-02T16:44:01.886Z,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Status Update"": ""Complete"", ""References"": null}"
1207817115500023,Innovation and Design Thinking XR,1208423670416974,Review Documentation Slidedeck,Untitled section,Untitled section,True,2024-09-27T21:27:29.987Z,2024-10-04T13:35:16.429Z,KC Frye,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207817115500023,Innovation and Design Thinking XR,1208022368011028,Setup timeline with Michael,Regroup,Regroup,True,2024-08-09T15:09:25.547Z,2024-08-15T20:09:54.212Z,,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207817115500023,Innovation and Design Thinking XR,1208059467129762,Setup Regroup meeting with Wendy and Quin,Regroup,Regroup,True,2024-08-14T23:21:02.071Z,2024-08-14T23:21:26.008Z,Michael Lerma,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207817115500023,Innovation and Design Thinking XR,1208050279513132,Market + Home + Community Path,Post Production,Post Production,True,2024-08-15T20:09:55.431Z,2024-08-22T18:05:06.425Z,,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207817115500023,Innovation and Design Thinking XR,1208050279513135,Market + Home w/Interviews (+REVIEW 8/29),Post Production,Post Production,True,2024-08-15T20:10:25.151Z,2024-08-29T19:08:37.885Z,,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207817115500023,Innovation and Design Thinking XR,1208050279513138,School Interviews on YT + shared with Wendy and Quin,Post Production,Post Production,True,2024-08-15T20:10:59.101Z,2024-09-05T15:21:16.851Z,,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207817115500023,Innovation and Design Thinking XR,1208050279513141,Community changes made,Post Production,Post Production,True,2024-08-15T20:11:35.440Z,2024-09-05T20:24:43.344Z,,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207817115500023,Innovation and Design Thinking XR,1208050279513144,School Nav + Jumps finished,Post Production,Post Production,True,2024-08-15T20:11:53.673Z,2024-09-13T16:49:02.673Z,,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207817115500023,Innovation and Design Thinking XR,1208050279513147,Final Changes Made + Experience Delivered,Post Production,Post Production,True,2024-08-15T20:12:14.437Z,2024-09-20T14:24:26.857Z,,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207817115500023,Innovation and Design Thinking XR,1208379133002329,IDT documentation ,Post Production,Post Production,True,2024-09-23T14:41:17.270Z,2024-09-27T15:44:00.703Z,,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207817115500023,Innovation and Design Thinking XR,1208379133002332,complete 360 uploads,Post Production,Post Production,True,2024-09-23T14:44:20.954Z,2024-09-27T14:54:29.130Z,,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207817115500023,Innovation and Design Thinking XR,1208421109015765,finish archive,Post Production,Post Production,True,2024-09-27T15:44:07.129Z,2024-10-07T17:38:34.000Z,,0,default_task,0.0,0,0,"{""Estimated time"": null}"
1207823530772159,AR Math Visualizer (Summer Sprint),1207823530772162,Sprint,Untitled section,Untitled section,True,2024-07-16T13:34:28.050Z,2024-07-31T17:59:27.920Z,Sophia (Soap) Zhang,0,default_task,0.0,0,0,{}
1207823530772159,AR Math Visualizer (Summer Sprint),1208000273447663,Documentation/Git,Untitled section,Untitled section,True,2024-08-07T14:20:17.769Z,2024-11-30T21:21:23.461Z,Sophia (Soap) Zhang,0,default_task,0.0,0,0,{}
1207984230724068,Summer Online 2025,1208142213089318,Individual meetings with Advising Deans to review the courses from the prior summer and plan for the upcoming year,Summer Online Prep,Summer Online Prep,False,2024-08-25T19:34:47.398Z,,Sonia Howell,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1208142213089320,Confirm course offerings with departments and colleges,Summer Online Prep,Summer Online Prep,False,2024-08-25T19:35:22.621Z,,Sonia Howell,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1208142213089326,Plan marketing efforts and obtain necessary approvals for table tents and yard sign placements,Summer Online Prep,Summer Online Prep,True,2024-08-25T19:36:38.096Z,2025-03-02T14:27:31.342Z,Ted Fox,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1208142213089328,Update tuition rates on Summary Online website,Summer Online Prep,Summer Online Prep,False,2024-08-25T19:37:07.464Z,,Sonia Howell,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1208142213089332,"Marketing push (yard signs, digital signage, flyers, table tents, etc)",Summer Online Prep,Summer Online Prep,False,2024-08-25T19:37:26.997Z,,Ted Fox,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1208263138926530,,Summer Online Prep,Summer Online Prep,False,2024-09-09T15:54:55.087Z,,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1208142213089344,Courses begin,Courses Begin,Courses Begin,False,2024-08-25T19:38:31.625Z,,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1208142213248670,Learning Design team sends weekly communications to all Summer Online instructors,Courses Begin,Courses Begin,False,2024-08-25T19:38:36.469Z,,Brianna Stines,0,default_task,0.0,0,0,"{""Estimated time"": ""1h 00m"", ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1208142213248672,Ensure grades for all courses are submitted to the Registrar by grade deadline,Courses Begin,Courses Begin,False,2024-08-25T19:38:52.381Z,,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1210753715610492,LD Consultations/Email Respond,Courses Begin,Courses Begin,False,2025-07-10T13:52:02.635Z,,,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1208142213248674,Send Summer Online survey to faculty,Post Evaluation,Post Evaluation,False,2024-08-25T19:39:09.856Z,,Lawrence Greenspun,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1208148376517465,Send Summer Online survey to students,Post Evaluation,Post Evaluation,False,2024-08-26T13:22:21.830Z,,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1208142213248676,Hold course debriefs,Post Evaluation,Post Evaluation,False,2024-08-25T19:39:17.435Z,,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1209213189516059,1/21/25 - 1/24/25,PM Time Tracking,PM Time Tracking,True,2025-01-24T21:27:32.372Z,2025-02-04T13:51:53.509Z,Lawrence Greenspun,0,default_task,45.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1209264759345783,1/27/25 - 1/31/25,PM Time Tracking,PM Time Tracking,True,2025-01-28T19:28:39.650Z,2025-02-04T13:52:02.224Z,Lawrence Greenspun,0,default_task,10.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1209298164735101,2/3/25 - 2/7/25,PM Time Tracking,PM Time Tracking,True,2025-02-02T20:21:28.900Z,2025-02-10T13:09:23.250Z,Lawrence Greenspun,0,default_task,10.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1209419538333865,2/10/25 - 2/14/25,PM Time Tracking,PM Time Tracking,True,2025-02-17T14:19:21.128Z,2025-02-17T14:19:47.027Z,Lawrence Greenspun,0,default_task,5.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1209419538333872,2/17/25 - 2/21/25,PM Time Tracking,PM Time Tracking,True,2025-02-17T14:19:53.828Z,2025-02-23T18:54:01.238Z,Lawrence Greenspun,0,default_task,15.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1209476023460726,2/24/25 - 2/28/25,PM Time Tracking,PM Time Tracking,True,2025-02-23T18:54:07.416Z,2025-03-02T18:02:02.769Z,Lawrence Greenspun,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1207984230724068,Summer Online 2025,1209548326087925,3/2/25 - 3/7/25,PM Time Tracking,PM Time Tracking,True,2025-03-02T18:02:08.122Z,2025-03-14T12:46:58.185Z,Lawrence Greenspun,0,default_task,5.0,0,0,"{""Estimated time"": null, ""Estimated Timeline"": null}"
1208014741125322,MSAN,1208024759927710,Establish Project Charter,Analysis,Analysis,True,2024-08-09T20:29:59.260Z,2024-08-09T21:00:52.095Z,Michael Lerma,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Project Manager"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208059467129689,Project Charter Approval - Director - Learning Design,Analysis,Analysis,True,2024-08-14T21:43:06.959Z,2024-09-19T14:31:12.937Z,Kuangchen Hsu,0,approval,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": ""https://docs.google.com/document/d/1i4mg2oYbNg7d_gauZBqRyggvhcL7bImx0EHd1nqzrJc/edit"", ""Notes"": null}"
1208014741125322,MSAN,1208059467129700,Project Charter Approval - Director - Media,Analysis,Analysis,True,2024-08-14T21:45:54.151Z,2024-08-16T17:37:46.111Z,KC Frye,0,approval,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": ""https://docs.google.com/document/d/1i4mg2oYbNg7d_gauZBqRyggvhcL7bImx0EHd1nqzrJc/edit"", ""Notes"": null}"
1208014741125322,MSAN,1208059467129702,Project Charter Approval - Director - ODL,Analysis,Analysis,True,2024-08-14T21:46:02.930Z,2024-08-14T21:59:58.469Z,Sonia Howell,0,approval,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Project Manager"", ""Documentation Reference"": ""https://docs.google.com/document/d/1i4mg2oYbNg7d_gauZBqRyggvhcL7bImx0EHd1nqzrJc/edit"", ""Notes"": null}"
1208014741125322,MSAN,1208014741125377,Project Charter Shared and Signed,Analysis,Analysis,True,2024-08-09T20:56:27.033Z,2024-11-14T01:49:36.382Z,Michael Lerma,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Project Manager"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024760010142,Establish IP Agreement,Analysis,Analysis,True,2024-08-09T20:30:00.874Z,2024-08-09T21:00:53.559Z,Michael Lerma,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Project Manager"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208014741125379,IP Agreements and Staff Agreements Signed,Analysis,Analysis,True,2024-08-09T20:56:31.824Z,2025-01-24T16:34:32.917Z,Michael Lerma,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Project Manager"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024760010152,Establish Google Drive Structure,Analysis,Analysis,True,2024-08-09T20:30:02.343Z,2024-08-09T21:24:46.262Z,Michael Lerma,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Project Manager"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024760010162,"Establish Running Documents (Agenda files, etc)",Analysis,Analysis,True,2024-08-09T20:30:03.875Z,2024-08-09T21:24:46.998Z,Michael Lerma,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Project Manager"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024760141113,Analyze Project Description,Analysis,Analysis,True,2024-08-09T20:30:05.327Z,2024-08-09T21:24:48.912Z,Kuangchen Hsu,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024758689515,Front-End Analysis,Analysis,Analysis,True,2024-08-09T20:30:10.476Z,2024-08-09T21:24:49.896Z,Kuangchen Hsu,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024760277360,Resource Allocation,Analysis,Analysis,True,2024-08-09T20:30:11.979Z,2024-08-09T21:24:50.945Z,Kuangchen Hsu,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024760277370,Stakeholder Initial Input - Course Map,Analysis,Analysis,True,2024-08-09T20:30:13.273Z,2024-08-09T21:24:51.903Z,Michael Lerma,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Stakeholder"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024760277380,Design Kick-off Meeting,Analysis,Analysis,True,2024-08-09T20:30:14.608Z,2024-08-09T21:24:52.554Z,Michael Lerma,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1211079571095019,Analysis Phase - Jun 2024 - Aug 2024,Analysis,Analysis,True,2025-08-18T20:19:54.622Z,2025-08-18T20:20:45.594Z,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": null, ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024618328953,Establish Course Map Document,Design,Design,True,2024-08-09T20:30:17.711Z,2024-08-15T15:02:57.970Z,Kuangchen Hsu,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024618328963,Develop Learning Objectives,Design,Design,True,2024-08-09T20:30:19.634Z,2024-08-15T15:02:59.319Z,Kuangchen Hsu,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024618328973,Develop Course Structure / Flow,Design,Design,True,2024-08-09T20:30:21.115Z,2024-08-15T15:03:05.887Z,Kuangchen Hsu,1,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208014741125423,Finalize Module 0 - Welcome Module,Design,Design,True,2024-08-09T21:09:55.327Z,2025-01-29T19:51:47.290Z,Kuangchen Hsu,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024618589402,Finalize Module 1 - What is mental health? ,Design,Design,True,2024-08-09T20:30:22.564Z,2024-09-17T20:58:29.641Z,Kuangchen Hsu,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024618589412,Finalize Module 2 - Foundations of mental wellness ,Design,Design,True,2024-08-09T20:30:24.038Z,2024-09-17T20:58:30.851Z,Kuangchen Hsu,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024686270399,Finalize Module 3 - Self-compassion and empathy ,Design,Design,True,2024-08-09T20:30:43.512Z,2024-09-17T20:58:32.120Z,Kuangchen Hsu,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024686270409,Finalize Module 4 - Isolation and social support ,Design,Design,True,2024-08-09T20:30:46.481Z,2024-09-17T20:58:33.862Z,Kuangchen Hsu,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024686270419,Finalize Module 5 - Family resilience (w/ Kristin Valentino),Design,Design,True,2024-08-09T20:30:48.467Z,2024-09-17T20:58:35.839Z,Kuangchen Hsu,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024686453454,Finalize Module 6 - Communication (w/ Dave Smith),Design,Design,True,2024-08-09T20:30:50.497Z,2024-09-17T20:58:37.120Z,Kuangchen Hsu,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024686453464,Finalize Module 7 - Intimate partner violence (w/ Laura Miller-Graff),Design,Design,True,2024-08-09T20:30:53.318Z,2024-09-17T20:58:38.233Z,Kuangchen Hsu,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024685469315,Finalize Module 8 - Suicide prevention ,Design,Design,True,2024-08-09T20:31:27.000Z,2024-09-17T20:58:39.587Z,Kuangchen Hsu,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208014741125370,Finalize Module 9 - Substance use (w/ Ryan Carpenter),Design,Design,True,2024-08-09T20:55:04.313Z,2024-09-17T20:58:40.942Z,Kuangchen Hsu,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208014741125372,Finalize Module 10 - Managing stress and self-care,Design,Design,True,2024-08-09T20:55:17.989Z,2024-09-17T20:58:42.111Z,Kuangchen Hsu,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024685469325,Determine Creative Treatment,Design,Design,True,2024-08-09T20:31:29.403Z,2024-10-14T00:12:02.845Z,Kevin DeCloedt,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024687715228,Develop Media Asset List,Design,Design,True,2024-08-09T20:31:35.999Z,2024-10-14T00:12:36.138Z,Kevin DeCloedt,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208014741125361,Deliver Course Map,Design,Design,True,2024-08-09T20:53:23.743Z,2025-01-27T03:38:53.738Z,Kuangchen Hsu,0,milestone,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208149412008570,Course Branding Guide,Pre-Production,Pre-Production,True,2024-08-26T14:18:21.225Z,2024-09-18T18:41:58.763Z,KC Frye,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024899007680,Develop Production Schedule,Pre-Production,Pre-Production,True,2024-08-09T20:32:44.538Z,2024-11-13T18:29:21.954Z,Kevin DeCloedt,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024899007690,Develop Lookbook (Deliverable),Pre-Production,Pre-Production,True,2024-08-09T20:32:46.620Z,2024-11-13T18:29:24.675Z,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": null, ""Notes"": ""Project naturally moved into the pre-production phase without a lookbook. ND Branding will be used and examples of previous projects with similar branding where shown/discussed in-person""}"
1208014741125322,MSAN,1208024899213034,Finalize Branding,Pre-Production,Pre-Production,True,2024-08-09T20:32:49.424Z,2024-09-19T13:20:40.295Z,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024621722381,Develop Interactives Timeline,Pre-Production,Pre-Production,True,2024-08-09T20:33:09.175Z,2024-11-13T18:29:27.099Z,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Learning Designer"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024621722391,Script Breakdown,Pre-Production,Pre-Production,True,2024-08-09T20:33:10.906Z,2024-11-13T18:23:55.919Z,,3,milestone,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024623397324,Determine Filming Specifics,Pre-Production,Pre-Production,True,2024-08-09T20:33:12.594Z,2024-11-13T18:23:57.817Z,,3,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024623397334,Production Book (Deliverable),Pre-Production,Pre-Production,True,2024-08-09T20:33:14.741Z,2024-11-13T18:23:58.683Z,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024623397344,Production Meeting,Pre-Production,Pre-Production,True,2024-08-09T20:33:16.208Z,2024-11-13T18:23:59.579Z,,0,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208345374594354,Filming Complete via Asset Spreadsheet,Production,Production,True,2024-09-19T14:32:33.796Z,2025-01-24T16:38:17.280Z,Kevin DeCloedt,0,milestone,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": null, ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208659811898333,Infographics,Production,Production,True,2024-11-01T16:58:18.009Z,2025-02-18T14:13:02.936Z,Colin Gallagher,0,default_task,0.0,0,0,"{""Estimated time"": ""16h 00m"", ""Team Responsible"": ""Media"", ""Documentation Reference"": ""https://docs.google.com/document/d/1edv8yksC6sTOsP5Zq9SvLcgTaXgY6AUQiWR2T13VCzk/edit?usp=sharing"", ""Notes"": null}"
1208014741125322,MSAN,1208788626772014,Video graphics,Production,Production,True,2024-11-19T16:29:30.385Z,2025-01-24T16:38:30.618Z,Kevin DeCloedt,4,default_task,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": null, ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1209226659357771,Finalize Editing (via Asset Spreadsheet),Post-Production / Design Development,Post-Production / Design Development,True,2025-01-24T16:40:23.049Z,2025-02-17T19:09:46.132Z,Kevin DeCloedt,0,milestone,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": null, ""Documentation Reference"": null, ""Notes"": null}"
1208014741125322,MSAN,1208024904567282,Media Distribution / Final Deliverables,Post-Production / Design Development,Post-Production / Design Development,True,2024-08-09T20:36:07.181Z,2025-03-10T19:49:36.692Z,Kevin DeCloedt,1,milestone,0.0,0,0,"{""Estimated time"": null, ""Team Responsible"": ""Media"", ""Documentation Reference"": null, ""Notes"": null}"
